typos,word,suggest,check
FALSE,proxim,proximal,FALSE
TRUE,opt,opt,TRUE
FALSE,carri,cirri,FALSE
TRUE,greater,greater,TRUE
FALSE,coa,cos,FALSE
TRUE,hover,hover,TRUE
FALSE,brownhead,brown head,FALSE
FALSE,prepar,prepare,FALSE
FALSE,surg,surf,FALSE
TRUE,salt,salt,TRUE
TRUE,maintain,maintain,TRUE
TRUE,error,error,TRUE
TRUE,mean,mean,TRUE
TRUE,mac,mac,TRUE
FALSE,amc,mac,FALSE
TRUE,planner,planner,TRUE
TRUE,command,command,TRUE
FALSE,illumin,illumine,FALSE
TRUE,straight,straight,TRUE
FALSE,oma,oms,FALSE
TRUE,app,app,TRUE
FALSE,perman,penman,FALSE
FALSE,hpn,hon,FALSE
FALSE,sna,ans,FALSE
TRUE,bill,bill,TRUE
FALSE,submiss,submits,FALSE
TRUE,southeast,southeast,TRUE
FALSE,ntoe,note,FALSE
FALSE,goe,foe,FALSE
FALSE,plexiglass,glassiness,FALSE
FALSE,cmh,chm,FALSE
FALSE,reamin,remain,FALSE
TRUE,steer,steer,TRUE
FALSE,prece,crepe,FALSE
FALSE,accid,acid,FALSE
FALSE,nsw,new,FALSE
TRUE,live,live,TRUE
TRUE,univ,univ,TRUE
TRUE,lay,lay,TRUE
FALSE,hazi,haze,FALSE
TRUE,pitch,pitch,TRUE
TRUE,attack,attack,TRUE
TRUE,statement,statement,TRUE
FALSE,foun,fun,FALSE
TRUE,rather,rather,TRUE
TRUE,soft,soft,TRUE
FALSE,dalla,calla,FALSE
TRUE,grebe,grebe,TRUE
FALSE,nearbi,nearby,FALSE
TRUE,mow,mow,TRUE
TRUE,lie,lie,TRUE
TRUE,defer,defer,TRUE
FALSE,acar,scar,FALSE
FALSE,charlott,harlot,FALSE
FALSE,nnw,new,FALSE
TRUE,connector,connector,TRUE
TRUE,neg,neg,TRUE
FALSE,extrem,extreme,FALSE
FALSE,boston,Boston,TRUE
FALSE,appx,app,FALSE
TRUE,scan,scan,TRUE
FALSE,repd,reps,FALSE
FALSE,standbi,standby,FALSE
TRUE,shroud,shroud,TRUE
FALSE,situat,situate,FALSE
TRUE,okay,okay,TRUE
FALSE,cabl,cab,FALSE
FALSE,imc,mic,FALSE
TRUE,drive,drive,TRUE
FALSE,papi,pap,FALSE
FALSE,sam,SAM,TRUE
TRUE,vent,vent,TRUE
TRUE,comm,comm,TRUE
TRUE,scare,scare,TRUE
FALSE,okc,kc,FALSE
FALSE,korf,fork,FALSE
TRUE,bone,bone,TRUE
FALSE,compli,comply,FALSE
FALSE,orf,fro,FALSE
TRUE,nearest,nearest,TRUE
FALSE,highsp,highs,FALSE
FALSE,ron,nor,FALSE
FALSE,kisp,kips,FALSE
FALSE,swainson,swain son,FALSE
TRUE,cottontail,cottontail,TRUE
FALSE,eurasian,Eurasian,TRUE
TRUE,caution,caution,TRUE
TRUE,southern,southern,TRUE
TRUE,loo,loo,TRUE
TRUE,plastic,plastic,TRUE
FALSE,intsn,lints,FALSE
FALSE,bkn,bk,FALSE
TRUE,crash,crash,TRUE
FALSE,strke,strike,FALSE
FALSE,auth,auto,FALSE
FALSE,california,California,TRUE
FALSE,birdstirk,birdseed,FALSE
TRUE,overhead,overhead,TRUE
FALSE,migrat,migrate,FALSE
TRUE,cool,cool,TRUE
FALSE,descript,descriptor,FALSE
FALSE,aug,Aug,TRUE
FALSE,kcvg,kc,FALSE
FALSE,kestral,kestrel,FALSE
FALSE,koma,korma,FALSE
TRUE,hybrid,hybrid,TRUE
FALSE,cas,sac,FALSE
TRUE,frontier,frontier,TRUE
FALSE,allegi,allege,FALSE
FALSE,xsight,sight,FALSE
TRUE,indent,indent,TRUE
TRUE,various,various,TRUE
FALSE,sandhil,sandhog,FALSE
FALSE,appropri,appropriate,FALSE
FALSE,futur,future,FALSE
FALSE,citat,stat,FALSE
FALSE,captur,capture,FALSE
TRUE,organ,organ,TRUE
TRUE,king,king,TRUE
FALSE,maa,mas,FALSE
FALSE,collid,collide,FALSE
FALSE,migratori,migratory,FALSE
TRUE,reject,reject,TRUE
FALSE,rtha,rt ha,FALSE
TRUE,breast,breast,TRUE
TRUE,coast,coast,TRUE
TRUE,paper,paper,TRUE
TRUE,noon,noon,TRUE
TRUE,dab,dab,TRUE
TRUE,midnight,midnight,TRUE
FALSE,prairi,prairie,FALSE
TRUE,trust,trust,TRUE
TRUE,perch,perch,TRUE
FALSE,kjax,Ajax,FALSE
FALSE,selfinspect,self inspect,FALSE
TRUE,claim,claim,TRUE
TRUE,interrupt,interrupt,TRUE
TRUE,span,span,TRUE
TRUE,higher,higher,TRUE
TRUE,trip,trip,TRUE
FALSE,abq,ab,FALSE
TRUE,sun,sun,TRUE
TRUE,class,class,TRUE
FALSE,avion,avian,FALSE
TRUE,tape,tape,TRUE
TRUE,eat,eat,TRUE
FALSE,nat,ant,FALSE
FALSE,apprx,approx,FALSE
FALSE,ksfb,KS,FALSE
FALSE,bridg,brig,FALSE
FALSE,northsid,northward,FALSE
FALSE,kokc,kook,FALSE
FALSE,kcmh,kc,FALSE
FALSE,foundremain,found remain,FALSE
FALSE,ajk,ask,FALSE
TRUE,lea,lea,TRUE
TRUE,peel,peel,TRUE
TRUE,bend,bend,TRUE
TRUE,seven,seven,TRUE
FALSE,iln,in,FALSE
FALSE,shortear,shorter,FALSE
TRUE,chase,chase,TRUE
TRUE,die,die,TRUE
TRUE,mist,mist,TRUE
TRUE,flair,flair,TRUE
FALSE,deci,dice,FALSE
TRUE,closer,closer,TRUE
TRUE,model,model,TRUE
TRUE,plus,plus,TRUE
FALSE,kruger,Kruger,TRUE
TRUE,ten,ten,TRUE
TRUE,round,round,TRUE
FALSE,couldnt,couldn't,FALSE
FALSE,southsid,southbound,FALSE
FALSE,environ,environs,FALSE
TRUE,sweeper,sweeper,TRUE
FALSE,flm,fl,FALSE
FALSE,ksna,kana,FALSE
TRUE,hub,hub,TRUE
TRUE,quarter,quarter,TRUE
FALSE,softbal,softball,FALSE
TRUE,graze,graze,TRUE
FALSE,runup,sunup,FALSE
TRUE,burrow,burrow,TRUE
TRUE,heliport,heliport,TRUE
TRUE,checklist,checklist,TRUE
FALSE,mpa,map,FALSE
TRUE,onboard,onboard,TRUE
FALSE,insn,inns,FALSE
TRUE,upland,upland,TRUE
FALSE,moyr,moor,FALSE
TRUE,whitetail,whitetail,TRUE
TRUE,yield,yield,TRUE
FALSE,america,America,TRUE
TRUE,fatal,fatal,TRUE
FALSE,midspan,mid span,FALSE
TRUE,irregular,irregular,TRUE
FALSE,duplic,duplicity,FALSE
TRUE,prevent,prevent,TRUE
TRUE,nation,nation,TRUE
FALSE,nov,Nov,TRUE
TRUE,parallel,parallel,TRUE
TRUE,smash,smash,TRUE
TRUE,instead,instead,TRUE
TRUE,scope,scope,TRUE
FALSE,fractur,fracture,FALSE
FALSE,scott,Scott,TRUE
TRUE,ref,ref,TRUE
TRUE,song,song,TRUE
TRUE,assign,assign,TRUE
TRUE,eaten,eaten,TRUE
FALSE,otherwi,otherwise,FALSE
FALSE,kdsm,kinds,FALSE
TRUE,cedar,cedar,TRUE
FALSE,novemb,novene,FALSE
FALSE,experi,expire,FALSE
FALSE,opposit,opposite,FALSE
TRUE,longer,longer,TRUE
FALSE,deprtr,departed,FALSE
TRUE,conflict,conflict,TRUE
TRUE,frozen,frozen,TRUE
TRUE,connect,connect,TRUE
TRUE,overrun,overrun,TRUE
FALSE,westsid,westward,FALSE
TRUE,indict,indict,TRUE
TRUE,radial,radial,TRUE
FALSE,kdab,dab,FALSE
FALSE,kbhm,KB,FALSE
FALSE,dupl,duple,FALSE
TRUE,rose,rose,TRUE
FALSE,nav,van,FALSE
FALSE,pertin,pertain,FALSE
FALSE,cormor,corm or,FALSE
TRUE,difficult,difficult,TRUE
FALSE,kabe,bake,FALSE
TRUE,fowl,fowl,TRUE
FALSE,jose,Jose,TRUE
TRUE,floor,floor,TRUE
TRUE,stick,stick,TRUE
FALSE,anomali,anomaly,FALSE
FALSE,nashvil,nastily,FALSE
TRUE,constant,constant,TRUE
FALSE,iht,hit,FALSE
TRUE,euro,euro,TRUE
FALSE,woi,woo,FALSE
FALSE,kric,rick,FALSE
FALSE,kbtv,KB,FALSE
FALSE,rmp,rpm,FALSE
TRUE,blur,blur,TRUE
TRUE,blank,blank,TRUE
TRUE,ever,ever,TRUE
TRUE,minimum,minimum,TRUE
FALSE,definit,definite,FALSE
FALSE,transmiss,transmits,FALSE
FALSE,unlik,unlike,FALSE
TRUE,platform,platform,TRUE
FALSE,orlando,Orlando,TRUE
FALSE,kteb,tektite,FALSE
TRUE,march,march,TRUE
FALSE,mgmt,mg mt,FALSE
FALSE,ang,nag,FALSE
TRUE,electron,electron,TRUE
TRUE,cat,cat,TRUE
FALSE,kchs,conchs,FALSE
TRUE,nae,nae,TRUE
TRUE,groundhog,groundhog,TRUE
TRUE,serious,serious,TRUE
TRUE,teal,teal,TRUE
FALSE,sct,act,FALSE
FALSE,nighttim,nighttime,FALSE
FALSE,babi,bani,FALSE
TRUE,ctr,ctr,TRUE
FALSE,washington,Washington,TRUE
FALSE,polici,police,FALSE
FALSE,reloc,relic,FALSE
TRUE,detector,detector,TRUE
FALSE,kbur,bur,FALSE
FALSE,incom,income,FALSE
FALSE,genx,gen,FALSE
FALSE,nuw,nu,FALSE
FALSE,expressjet,express jet,FALSE
TRUE,apt,apt,TRUE
TRUE,survey,survey,TRUE
FALSE,ryw,rye,FALSE
TRUE,roof,roof,TRUE
FALSE,purpo,purport,FALSE
FALSE,compon,compo,FALSE
TRUE,consult,consult,TRUE
FALSE,egt,get,FALSE
TRUE,care,care,TRUE
TRUE,manual,manual,TRUE
TRUE,watch,watch,TRUE
TRUE,dozen,dozen,TRUE
FALSE,deliv,devil,FALSE
TRUE,spoiler,spoiler,TRUE
FALSE,delcar,eldercare,FALSE
FALSE,reciev,recipe,FALSE
TRUE,horizon,horizon,TRUE
TRUE,bittern,bittern,TRUE
FALSE,lndg,LNG,FALSE
TRUE,format,format,TRUE
TRUE,scrape,scrape,TRUE
TRUE,cold,cold,TRUE
TRUE,compass,compass,TRUE
FALSE,june,June,TRUE
FALSE,wre,ere,FALSE
TRUE,grand,grand,TRUE
FALSE,bir,beer,FALSE
FALSE,nto,not,FALSE
TRUE,stiff,stiff,TRUE
FALSE,bdl,dbl,FALSE
FALSE,euthan,euthanize,FALSE
TRUE,mockingbird,mockingbird,TRUE
FALSE,unkown,unknown,FALSE
FALSE,sfb,sf,FALSE
FALSE,makemodel,make model,FALSE
FALSE,dirti,dirt,FALSE
FALSE,visabl,visa bl,FALSE
TRUE,inspector,inspector,TRUE
TRUE,scuff,scuff,TRUE
TRUE,rip,rip,TRUE
FALSE,iaw,aw,FALSE
TRUE,glide,glide,TRUE
FALSE,smlmed,smelled,FALSE
FALSE,dsm,dam,FALSE
TRUE,page,page,TRUE
FALSE,franklin,Franklin,TRUE
FALSE,jan,Jan,TRUE
FALSE,sept,pest,FALSE
TRUE,lack,lack,TRUE
FALSE,herg,her,FALSE
FALSE,unrel,unreel,FALSE
FALSE,sched,steed,FALSE
TRUE,sob,sob,TRUE
FALSE,michael,Michael,TRUE
TRUE,yank,yank,TRUE
TRUE,expo,expo,TRUE
FALSE,oncom,noncom,FALSE
TRUE,didn’t,didn’t,TRUE
TRUE,papa,papa,TRUE
FALSE,injest,inject,FALSE
TRUE,crosswind,crosswind,TRUE
FALSE,conclud,conclude,FALSE
TRUE,flat,flat,TRUE
FALSE,pretti,pretty,FALSE
TRUE,news,news,TRUE
FALSE,shuttl,shuttle,FALSE
TRUE,car,car,TRUE
FALSE,tini,tin,FALSE
TRUE,function,function,TRUE
TRUE,deploy,deploy,TRUE
TRUE,winter,winter,TRUE
TRUE,harass,harass,TRUE
FALSE,readi,read,FALSE
FALSE,eastsid,seaside,FALSE
FALSE,inquir,inquire,FALSE
FALSE,jett,jet,FALSE
FALSE,uca,ca,FALSE
FALSE,wcaa,YWCA,FALSE
FALSE,netjet,net jet,FALSE
TRUE,pane,pane,TRUE
FALSE,sparrowlik,sparrowhawk,FALSE
FALSE,entrail,entail,FALSE
FALSE,detroit,Detroit,TRUE
TRUE,twice,twice,TRUE
TRUE,pheasant,pheasant,TRUE
FALSE,april,April,TRUE
FALSE,landlin,landline,FALSE
TRUE,beak,beak,TRUE
TRUE,status,status,TRUE
TRUE,success,success,TRUE
FALSE,bhm,ohm,FALSE
TRUE,react,react,TRUE
TRUE,bracket,bracket,TRUE
TRUE,bare,bare,TRUE
TRUE,tact,tact,TRUE
FALSE,reprot,report,FALSE
FALSE,aircraftfound,aircraft found,FALSE
FALSE,usa,USA,TRUE
TRUE,clog,clog,TRUE
FALSE,baggag,baggage,FALSE
FALSE,becom,become,FALSE
FALSE,wingroot,wing root,FALSE
FALSE,rnwi,rewind,FALSE
FALSE,accel,accede,FALSE
FALSE,offshor,offshore,FALSE
TRUE,custom,custom,TRUE
TRUE,thrown,thrown,TRUE
FALSE,txwi,twixt,FALSE
TRUE,attract,attract,TRUE
TRUE,charter,charter,TRUE
FALSE,gso,gs,FALSE
TRUE,lane,lane,TRUE
TRUE,deem,deem,TRUE
TRUE,refuel,refuel,TRUE
TRUE,skylark,skylark,TRUE
TRUE,decent,decent,TRUE
FALSE,wldf,wildfowl,FALSE
TRUE,strobe,strobe,TRUE
FALSE,req,re,FALSE
TRUE,flush,flush,TRUE
TRUE,verbal,verbal,TRUE
FALSE,tul,tool,FALSE
TRUE,lit,lit,TRUE
FALSE,myr,my,FALSE
TRUE,central,central,TRUE
TRUE,afterward,afterward,TRUE
TRUE,slope,slope,TRUE
TRUE,max,max,TRUE
FALSE,boi,obi,FALSE
TRUE,clip,clip,TRUE
FALSE,grassi,grass,FALSE
FALSE,foound,found,FALSE
FALSE,sdie,side,FALSE
FALSE,anywh,anywhere,FALSE
TRUE,contractor,contractor,TRUE
FALSE,kbuf,buff,FALSE
TRUE,sierra,sierra,TRUE
FALSE,cks,ck,FALSE
TRUE,pct,pct,TRUE
FALSE,derek,Derek,TRUE
FALSE,undamag,undamaged,FALSE
TRUE,race,race,TRUE
TRUE,trim,trim,TRUE
FALSE,gsp,gap,FALSE
TRUE,unseen,unseen,TRUE
TRUE,load,load,TRUE
TRUE,myna,myna,TRUE
FALSE,hudson,Hudson,TRUE
FALSE,lacer,laxer,FALSE
TRUE,shorebird,shorebird,TRUE
FALSE,faf,fad,FALSE
FALSE,seper,seer,FALSE
FALSE,btwi,BTW,FALSE
TRUE,finish,finish,TRUE
TRUE,rag,rag,TRUE
TRUE,sector,sector,TRUE
FALSE,predat,predate,FALSE
FALSE,natur,nature,FALSE
TRUE,barrier,barrier,TRUE
FALSE,psa,spa,FALSE
FALSE,trs,yrs,FALSE
FALSE,kmke,kike,FALSE
FALSE,kalb,balk,FALSE
FALSE,songbirdpasserin,NA,FALSE
FALSE,rai,rain,FALSE
TRUE,cave,cave,TRUE
FALSE,tim,chm,FALSE
TRUE,factor,factor,TRUE
FALSE,glimp,gimp,FALSE
TRUE,suck,suck,TRUE
FALSE,peopl,people,FALSE
TRUE,letter,letter,TRUE
FALSE,david,David,TRUE
TRUE,rise,rise,TRUE
TRUE,fort,fort,TRUE
FALSE,agr,gar,FALSE
TRUE,label,label,TRUE
FALSE,ana,Ana,TRUE
TRUE,permit,permit,TRUE
TRUE,kelp,kelp,TRUE
TRUE,possum,possum,TRUE
FALSE,reposit,deposit,FALSE
FALSE,kpbi,bilk,FALSE
TRUE,snap,snap,TRUE
FALSE,downtim,downtime,FALSE
TRUE,palm,palm,TRUE
FALSE,kabq,kabuki,FALSE
FALSE,signatur,signature,FALSE
FALSE,naw,wan,FALSE
FALSE,kavl,kale,FALSE
FALSE,condict,conduct,FALSE
FALSE,colbert,Colbert,TRUE
FALSE,busi,bus,FALSE
FALSE,compri,comprise,FALSE
TRUE,progress,progress,TRUE
FALSE,presenc,presence,FALSE
FALSE,mannikin,manikin,FALSE
TRUE,shore,shore,TRUE
FALSE,andor,candor,FALSE
FALSE,difficulti,difficult,FALSE
FALSE,anc,an,FALSE
FALSE,privat,private,FALSE
TRUE,segment,segment,TRUE
FALSE,honolulu,Honolulu,TRUE
TRUE,protect,protect,TRUE
FALSE,everi,ever,FALSE
FALSE,thereaft,thereat,FALSE
TRUE,exam,exam,TRUE
TRUE,pedal,pedal,TRUE
TRUE,asphalt,asphalt,TRUE
FALSE,panynj,pansy,FALSE
TRUE,romeo,romeo,TRUE
FALSE,rnav,RNA,FALSE
FALSE,wingrotor,wing rotor,FALSE
FALSE,cptn,ctn,FALSE
FALSE,goaa,goat,FALSE
FALSE,csd,cad,FALSE
TRUE,shape,shape,TRUE
TRUE,hair,hair,TRUE
TRUE,ball,ball,TRUE
TRUE,aux,aux,TRUE
TRUE,intend,intend,TRUE
FALSE,windshdl,windshield,FALSE
TRUE,instant,instant,TRUE
FALSE,baseb,babes,FALSE
TRUE,quit,quit,TRUE
FALSE,atlant,aslant,FALSE
TRUE,excess,excess,TRUE
FALSE,loui,lour,FALSE
TRUE,bur,bur,TRUE
TRUE,option,option,TRUE
FALSE,strick,struck,FALSE
FALSE,deviat,deviate,FALSE
TRUE,million,million,TRUE
TRUE,depth,depth,TRUE
FALSE,unspecifi,unspecific,FALSE
TRUE,apron,apron,TRUE
FALSE,declin,decline,FALSE
FALSE,pilto,pilot,FALSE
FALSE,mnaa,naan,FALSE
FALSE,parti,parch,FALSE
TRUE,formula,formula,TRUE
FALSE,notfi,notifier,FALSE
FALSE,mwaa,warm,FALSE
FALSE,nvgs,nags,FALSE
FALSE,kpae,pupae,FALSE
FALSE,mokulel,ukulele,FALSE
FALSE,rsc,rs,FALSE
FALSE,deprt,dept,FALSE
TRUE,obstruct,obstruct,TRUE
TRUE,bullet,bullet,TRUE
FALSE,portland,Portland,TRUE
FALSE,inop,in op,FALSE
FALSE,doesnt,doesn't,FALSE
FALSE,valv,val,FALSE
TRUE,filter,filter,TRUE
TRUE,stream,stream,TRUE
TRUE,answer,answer,TRUE
TRUE,count,count,TRUE
FALSE,tampa,Tampa,TRUE
FALSE,afb,AFB,TRUE
TRUE,publish,publish,TRUE
FALSE,helo,hole,FALSE
TRUE,usual,usual,TRUE
TRUE,school,school,TRUE
FALSE,nlg,lg,FALSE
FALSE,composit,compost,FALSE
TRUE,disappear,disappear,TRUE
TRUE,spring,spring,TRUE
TRUE,boom,boom,TRUE
FALSE,william,William,TRUE
TRUE,fro,fro,TRUE
TRUE,handler,handler,TRUE
FALSE,temporarili,temporarily,FALSE
TRUE,valid,valid,TRUE
TRUE,intent,intent,TRUE
FALSE,mobil,Mobil,TRUE
TRUE,thunk,thunk,TRUE
FALSE,steve,Steve,TRUE
TRUE,free,free,TRUE
FALSE,announc,announce,FALSE
FALSE,holdbar,hold bar,FALSE
TRUE,tango,tango,TRUE
FALSE,waxw,wax,FALSE
FALSE,captain’,captain,FALSE
FALSE,rddl,riddle,FALSE
FALSE,amf,am,FALSE
TRUE,hang,hang,TRUE
TRUE,restrict,restrict,TRUE
TRUE,tore,tore,TRUE
FALSE,momentari,momentary,FALSE
FALSE,devic,device,FALSE
TRUE,ant,ant,TRUE
TRUE,plug,plug,TRUE
FALSE,copi,cop,FALSE
FALSE,nwa,awn,FALSE
TRUE,prelim,prelim,TRUE
TRUE,shear,shear,TRUE
FALSE,robert,Robert,TRUE
TRUE,int,int,TRUE
FALSE,gulfstream,gulf stream,FALSE
TRUE,closest,closest,TRUE
FALSE,crw,cw,FALSE
FALSE,nca,ca,FALSE
TRUE,latch,latch,TRUE
TRUE,star,star,TRUE
FALSE,bernhardt,Bernhardt,TRUE
TRUE,midday,midday,TRUE
FALSE,bridstrik,strikebound,FALSE
TRUE,nod,nod,TRUE
FALSE,fcir,fir,FALSE
FALSE,zonotrichia,trichinosis,FALSE
FALSE,shortfin,short fin,FALSE
FALSE,krueger,reneger,FALSE
FALSE,damageflt,damage flt,FALSE
TRUE,seam,seam,TRUE
TRUE,pod,pod,TRUE
FALSE,cst,CST,TRUE
TRUE,till,till,TRUE
FALSE,cfi,cf,FALSE
FALSE,ensur,ensue,FALSE
TRUE,fist,fist,TRUE
TRUE,harrier,harrier,TRUE
FALSE,thruout,thru out,FALSE
TRUE,ago,ago,TRUE
TRUE,vortex,vortex,TRUE
TRUE,alb,alb,TRUE
FALSE,offici,office,FALSE
FALSE,reman,remain,FALSE
TRUE,bid,bid,TRUE
TRUE,torso,torso,TRUE
FALSE,wng,wing,FALSE
TRUE,admin,admin,TRUE
TRUE,mammal,mammal,TRUE
FALSE,keug,keg,FALSE
FALSE,modo,mood,FALSE
FALSE,merlin,Merlin,TRUE
TRUE,cooper,cooper,TRUE
FALSE,cae,ace,FALSE
TRUE,supplement,supplement,TRUE
FALSE,kavp,kappa,FALSE
FALSE,scissortail,scissor tail,FALSE
FALSE,ntfyd,identify,FALSE
FALSE,ualb,alb,FALSE
FALSE,chs,ks,FALSE
FALSE,messi,mess,FALSE
FALSE,individu,individual,FALSE
TRUE,sec,sec,TRUE
TRUE,prompt,prompt,TRUE
TRUE,shop,shop,TRUE
TRUE,catbird,catbird,TRUE
FALSE,kildeer,killdeer,FALSE
TRUE,chose,chose,TRUE
TRUE,helmet,helmet,TRUE
TRUE,bore,bore,TRUE
TRUE,nus,nus,TRUE
FALSE,ambul,album,FALSE
TRUE,weight,weight,TRUE
FALSE,autopsi,autopsy,FALSE
FALSE,semipalm,semi palm,FALSE
TRUE,chest,chest,TRUE
TRUE,wall,wall,TRUE
FALSE,birstrik,airstrike,FALSE
TRUE,talon,talon,TRUE
FALSE,eptd,dept,FALSE
FALSE,amk,am,FALSE
FALSE,khsv,ankhs,FALSE
TRUE,swipe,swipe,TRUE
FALSE,rwyc,screwy,FALSE
FALSE,mdad,mad,FALSE
FALSE,ntfd,dent,FALSE
FALSE,cda,cad,FALSE
FALSE,wndshld,windshield,FALSE
FALSE,stabl,stab,FALSE
TRUE,bulb,bulb,TRUE
TRUE,prob,prob,TRUE
TRUE,led,led,TRUE
TRUE,overweight,overweight,TRUE
TRUE,wingspan,wingspan,TRUE
FALSE,pvd,pd,FALSE
TRUE,pickup,pickup,TRUE
TRUE,rod,rod,TRUE
TRUE,crown,crown,TRUE
TRUE,hen,hen,TRUE
TRUE,row,row,TRUE
TRUE,jump,jump,TRUE
TRUE,faint,faint,TRUE
FALSE,buf,bud,FALSE
FALSE,tyw,tow,FALSE
TRUE,dull,dull,TRUE
TRUE,mower,mower,TRUE
FALSE,entranc,entrance,FALSE
TRUE,mast,mast,TRUE
FALSE,inidc,hominid,FALSE
FALSE,someon,someone,FALSE
TRUE,bull,bull,TRUE
TRUE,feral,feral,TRUE
FALSE,avtn,attn,FALSE
FALSE,afml,aflame,FALSE
FALSE,phog,fog,FALSE
TRUE,explain,explain,TRUE
FALSE,nas,ans,FALSE
FALSE,cfm,cf,FALSE
FALSE,klgb,LGBT,FALSE
FALSE,commentstwo,comments two,FALSE
FALSE,occup,occupy,FALSE
TRUE,mountain,mountain,TRUE
FALSE,cleveland,Cleveland,TRUE
TRUE,abut,abut,TRUE
FALSE,geg,jg,FALSE
FALSE,firew,fire,FALSE
TRUE,act,act,TRUE
TRUE,fast,fast,TRUE
TRUE,distinct,distinct,TRUE
FALSE,cleand,cleans,FALSE
TRUE,keep,keep,TRUE
TRUE,ram,ram,TRUE
TRUE,rubber,rubber,TRUE
FALSE,certifi,certify,FALSE
TRUE,rapid,rapid,TRUE
TRUE,marsh,marsh,TRUE
TRUE,downtown,downtown,TRUE
FALSE,actuat,actuate,FALSE
FALSE,malfunct,malfunction,FALSE
FALSE,rwl,rel,FALSE
TRUE,cannon,cannon,TRUE
TRUE,bell,bell,TRUE
FALSE,tulsa,Tulsa,TRUE
FALSE,togeth,together,FALSE
TRUE,tap,tap,TRUE
TRUE,accept,accept,TRUE
FALSE,sav,sac,FALSE
TRUE,tour,tour,TRUE
TRUE,solid,solid,TRUE
FALSE,websit,website,FALSE
FALSE,pwm,wpm,FALSE
TRUE,meadow,meadow,TRUE
FALSE,unfortun,unfortunate,FALSE
FALSE,rmk,rm,FALSE
FALSE,cptns,captions,FALSE
TRUE,equal,equal,TRUE
FALSE,decrea,decree,FALSE
FALSE,lihu,lieu,FALSE
FALSE,memphi,memsahib,FALSE
TRUE,poor,poor,TRUE
FALSE,footbal,football,FALSE
TRUE,flatten,flatten,TRUE
FALSE,ogg,egg,FALSE
TRUE,blew,blew,TRUE
TRUE,join,join,TRUE
FALSE,dec,DEC,TRUE
FALSE,oakland,Oakland,TRUE
FALSE,accoust,accost,FALSE
TRUE,radius,radius,TRUE
FALSE,canadian,Canadian,TRUE
FALSE,besid,beside,FALSE
TRUE,pipe,pipe,TRUE
FALSE,regist,resist,FALSE
TRUE,twin,twin,TRUE
FALSE,mgt,mtg,FALSE
FALSE,juan,Juan,TRUE
TRUE,outlet,outlet,TRUE
FALSE,crp,crap,FALSE
TRUE,blunt,blunt,TRUE
TRUE,tall,tall,TRUE
FALSE,surviv,survive,FALSE
TRUE,dust,dust,TRUE
TRUE,learn,learn,TRUE
TRUE,valley,valley,TRUE
FALSE,wilson,Wilson,TRUE
FALSE,oscar,Oscar,TRUE
FALSE,anyon,annoy,FALSE
FALSE,nasa,NASA,TRUE
FALSE,aircraft’,aircraft,FALSE
FALSE,precipit,precipitate,FALSE
FALSE,kpwm,KP,FALSE
FALSE,unus,unis,FALSE
FALSE,easili,easily,FALSE
FALSE,ceil,cal,FALSE
FALSE,realli,really,FALSE
TRUE,gash,gash,TRUE
FALSE,tys,ts,FALSE
FALSE,dismemb,dismember,FALSE
FALSE,doubl,double,FALSE
TRUE,herd,herd,TRUE
TRUE,slid,slid,TRUE
TRUE,disk,disk,TRUE
TRUE,coot,coot,TRUE
FALSE,electr,elect,FALSE
TRUE,life,life,TRUE
FALSE,adc,ADC,TRUE
FALSE,florida,Florida,TRUE
FALSE,wer,wee,FALSE
FALSE,judg,judg,TRUE
TRUE,particular,particular,TRUE
FALSE,intx,intx,TRUE
TRUE,link,link,TRUE
FALSE,decompo,decompose,FALSE
TRUE,detach,detach,TRUE
FALSE,msg,MSG,TRUE
FALSE,lgb,lg,FALSE
TRUE,account,account,TRUE
TRUE,arr,arr,TRUE
FALSE,rvsm,MIRV,FALSE
FALSE,cyyz,cyst,FALSE
FALSE,avl,val,FALSE
FALSE,nct,ct,FALSE
FALSE,ggn,gen,FALSE
TRUE,age,age,TRUE
FALSE,pafa,para,FALSE
FALSE,pof,pof,TRUE
TRUE,curl,curl,TRUE
TRUE,plate,plate,TRUE
TRUE,beam,beam,TRUE
FALSE,underbelli,underbelly,FALSE
FALSE,windsheild,windshield,FALSE
FALSE,norfolk,Norfolk,TRUE
FALSE,kroc,Kroc,TRUE
TRUE,piper,piper,TRUE
TRUE,sic,sic,TRUE
TRUE,beacon,beacon,TRUE
FALSE,medsiz,midsize,FALSE
FALSE,disintegr,disintegr,TRUE
FALSE,lpc,lpc,TRUE
TRUE,mule,mule,TRUE
TRUE,fault,fault,TRUE
FALSE,kilm,kilm,TRUE
FALSE,jetblast,jet blast,FALSE
FALSE,rebook,rebook,TRUE
TRUE,fond,fond,TRUE
FALSE,eventu,event,FALSE
FALSE,lxj,lxj,TRUE
FALSE,rwr,rwr,TRUE
FALSE,depatur,departure,FALSE
FALSE,vni,vni,TRUE
FALSE,andrew,Andrew,TRUE
TRUE,plea,plea,TRUE
FALSE,microstructur,microstructur,TRUE
TRUE,cuckoo,cuckoo,TRUE
TRUE,outgo,outgo,TRUE
FALSE,verif,verify,FALSE
TRUE,eight,eight,TRUE
FALSE,unknownunreport,unbeknownst,FALSE
TRUE,stack,stack,TRUE
TRUE,critic,critic,TRUE
